A,B,B_val,C,D,E
4134.3,53948,53948,170.79,619.52,21533
4669.4,,53208,197.24,576.81,19862
5463.6,49721,49721,327.88,641.12,18162
6005.1,,55197,287.65,706.11,24334
5930.2,64896,64896,424.25,684.83,32444
5899.2,,70886,303.28,716.6,36386
5812.4,,71451,446.94,725.69,34071
5738.3,65961,65961,458.94,769.21,26295
5700.8,55863,55863,390.48,809.54,16389
5768.8,49476,49476,352.04,789.97,10161
5780.8,,45124,304.25,792.44,6563.3
5676.2,43630,43630,286.67,888.05,5971.5
5703.7,46683,46683,287.65,1009.3,10036
5794.9,54627,54627,275.43,1119,17737
6603,63281,63281,378.4,1322.4,23085
7769.7,67797,67797,442.94,1392,22313
9037,70409,70409,394.45,1410.3,20289
11649,83817,83817,946.22,1469.8,27913
14527,104600,104600,1322.6,1514.5,37771
15979,108230,108230,962.96,1603.4,33488
16426,,99301,772.62,1664.9,22260
16117,91694,91694,619.25,1699.7,14134
15769,,88072,557.67,1815.3,11798
16090,91991,91991,855.11,2096.6,15584
16864,,98006,1104.4,2448.3,19548
17982,106220,106220,1093.4,2782.6,23612
19599,121040,121040,904.13,3070.9,32109
21838,151110,151110,2839,3312.1,51034
25122,188210,188210,2179.6,3538.3,70558
30461,,211250,2610.5,3810.5,79664
39169,,249220,2712,4070.9,103290
49020,,290500,2705.3,4243.1,121400
55449,281060,281060,1926.2,4450.1,99939
57960,,249240,1563.3,4670.3,71162
58078,227070,227070,3534.1,4873.8,55561
61755,235720,235720,7127.5,5346,63262
82474,282270,282270,6544.2,6277.8,76429
112830,337680,337680,4103.3,7459.5,73049
130990,364420,364420,3236,8433.9,60723
136370,357700,357700,3055.6,8909.4,45354
138110,,345450,3471.6,8968.7,34631
143690,340840,340840,6067.3,8963.2,28395
156390,361210,361210,7082,8969,27356
169530,402030,402030,5601.7,8930.7,30526
176750,444410,444410,3889.7,9004.3,44537
178270,,465430,3391.4,9015.1,53000
174760,,454460,2842,8905.4,47209
166920,432350,432350,2373.4,8769.1,45801
156900,,404170,2007.9,8580.2,43355
146570,368770,368770,1689.6,8343.4,36007
136750,335760,335760,1591.2,8073.3,29737
128370,,308860,3397.7,7830.4,25468
123180,297940,297940,7492.5,7747.2,25802
126520,316090,316090,12862,7858.3,29203
140930,364660,364660,6229.8,8014.6,31734
154740,,413090,3972.2,8067.9,28345
158760,432220,432220,2666.2,7964.6,22566
155030,420290,420290,1959.1,7741.7,19332
146510,387970,387970,1621.7,7453,16014
136270,,350350,1379.4,7150.4,13786
126180,,314940,1347.4,6850.3,12205
116860,,284660,1092,6558.5,11001
108410,,259520,998.98,6281.5,10406
100650,,238210,890.05,6004.8,10064
93174,218320,218320,756.14,5724.2,9483.6
85873,199710,199710,683.59,5439.2,9304.1
79790,184230,184230,654.8,5187.6,9864.8
75318,177750,177750,941.97,5117.6,17904
72600,,188130,1513.5,5194.3,38922
71832,207150,207150,1416.7,5169.2,59214
72410,216160,216160,1240.1,5124.1,65254
72772,,209630,1088.6,5221.8,59698
72261,202940,202940,943.67,5381.6,56564
72041,210480,210480,1325.5,5577,69284
71819,220710,220710,1178.5,5769,78042
70652,206070,206070,889.69,5914.8,62984
68651,180970,180970,763.86,6005.7,44141
66552,164240,164240,978.84,6007.5,31478
64303,151080,151080,1155.9,5912.4,22653
61675,142810,142810,1104.4,5758.4,18014
59166,,136580,939.57,5600.3,15556
56801,132670,132670,770.18,5427.5,15986
54692,132450,132450,698.45,5259.3,19814
53054,132060,132060,607.96,5130.8,22776
51707,135380,135380,619.21,4987.1,34871
50239,162390,162390,587.42,4821.9,62515
48624,,166840,683.35,4666.4,64681
47387,146720,146720,701.29,4534.6,50680
46247,143830,143830,679.77,4398.4,51756
44874,146590,146590,663.02,4244.2,55943
43405,140760,140760,937.25,4111.5,51589
42095,136230,136230,992.99,3969.6,51151
40823,147390,147390,885.5,3819.9,60845
39254,,140350,893.56,3687.4,53478
37794,125410,125410,829.47,3574.3,43149
36382,126040,126040,779.44,3488,48110
34832,,133730,642.2,3402.1,57867
33445,136510,136510,556.88,3552.3,60350
32226,131690,131690,643.44,3735.7,52788
30976,128890,128890,1632,3763.8,42407
29722,128890,128890,1415.6,3846.2,34504
28454,,131210,1131.4,3895.2,32056
27120,,133650,811.77,3903,34187
25769,132100,132100,683.59,3860.4,35664
24448,123040,123040,602.03,3779.3,32702
23362,117310,117310,582.66,3679,32152
22811,,113110,529.14,3589.1,31945
22159,105830,105830,510.11,3486.5,28263
20928,97879,97879,457.06,3345.9,23138
19655,87739,87739,426.21,3205.6,17478
18523,,79761,412.2,3065.7,13795
17501,73117,73117,317.66,2929.1,11573
16600,68182,68182,296.51,2797.1,10618
15776,,63588,289.3,2670.8,9562.4
15002,58843,58843,243.1,2551.2,8268.3
14268,55003,55003,241.76,2459.2,7446.9
13564,,51250,215.45,2369.1,6592.1
12875,48120,48120,199.64,2308.5,6009.9
12225,,45291,199.3,2243.2,5564.7
11616,,42965,180.48,2150.2,5588.6
11038,41107,41107,227.68,2071.3,5736.7
10490,,38865,236.5,1980.2,5331.8
9973.4,36440,36440,234.17,1900.8,4781.8
9487.4,,34464,209.51,1832.4,4529.9
9034.1,,32790,200.85,1769.7,4387.2
8617.3,31112,31112,180.12,1708.3,4088
8237.8,29481,29481,170.55,1650.4,3774.9
7890.4,28036,28036,164.45,1594.4,3537.2
7568.4,26690,26690,157.87,1537.8,3329.5
7267.4,,25448,160.63,1484.1,3151.6
6985.2,,24302,147.88,1431.8,3003.2
6723,23603,23603,142.57,1382.6,3476.2
6534.4,29864,29864,148.65,1339.3,14422
6442,51086,51086,144.52,1335.7,33970
6424.1,54749,54749,183.89,1316.5,33684
6466.5,41016,41016,161.75,1261.8,21503
6316,,33595,177.11,1216.7,14307
5986.7,25609,25609,201.28,1167.5,7597.3
5670.2,21605,21605,192.35,1125.2,4675.8
5372.4,,19713,177.37,1086.8,3680.8
5144.4,18922,18922,167.95,1051.1,3528.5
4958.2,,18246,148.67,1016.3,3453.1
4797.3,,18303,141.15,982.39,4638.1
4644.1,20539,20539,132.64,949.31,6884
4494.1,,19829,120.7,915.61,6243.7
4345.5,17176,17176,116.39,884.45,4336.4
4198.1,,15641,109.67,854.49,3276.6
4062.6,14145,14145,107.35,825.8,2354.8
3933.4,,13237,96.166,798.23,1945.2
3810.5,12633,12633,92.368,771.68,1790.6
3692.1,,12176,71.446,746.11,1736.1
3577.9,11741,11741,66.866,721.51,1683.6
3467.8,11327,11327,62.409,697.74,1634.4
3361.9,10906,10906,61.454,674.82,1534.7
3260.3,10405,10405,59.675,652.94,1388.3
3163.4,10051,10051,57.922,632.63,1344.5
3071.7,,9721.6,63.118,614.14,1303.6
2984.9,9415.1,9415.1,52.823,597.24,1265.5
2902.5,9127.2,9127.2,60.25,581.63,1229.9
2823.5,8854.1,8854.1,58.164,566.97,1196.2
2747.5,8593,8593,52.098,553.02,1163.9
2674.1,8341.8,8341.8,50.639,539.6,1132.7
2602.9,8099.5,8099.5,49.988,526.63,1102.5
2534.1,7865.7,7865.7,47.879,514.06,1073.1
2467.4,,7640,41.842,501.83,1044.5
2402.9,,7422.6,42.918,489.91,1016.7
2340.2,,7213.6,41.581,478.33,989.77
2279.3,7012.4,7012.4,40.513,467.06,963.82
2220.2,6818.2,6818.2,40.402,456.04,938.86
2162.8,6630.1,6630.1,36.337,445.25,914.84
2106.9,6447,6447,34.351,434.63,891.6
2052.6,6268.1,6268.1,36.145,424.12,868.92
1999.5,6095.4,6095.4,34.715,413.69,846.62
1947.6,,5927,33.566,403.4,824.68
1897,5761.8,5761.8,32,393.4,803.23
1847.6,,5602.6,35.805,383.72,782.46
1799.5,,5449.2,33.505,374.36,762.59
1752.5,5301.2,5301.2,32.146,365.33,743.59
1706.7,5158.3,5158.3,30.866,356.58,725.37
1662,,5020.1,31.789,348.11,707.72
1618.6,4886.4,4886.4,30.56,339.93,690.5
1576.4,4757.4,4757.4,29.141,332.02,673.69
1535.4,4633,4633,30.331,324.37,657.31
1495.6,4512.3,4512.3,29.756,316.95,641.37
1456.7,4394.6,4394.6,28.869,309.68,625.85
1418.9,,4279.6,26.007,302.58,610.74
1382.5,4168,4168,28.933,295.77,596.09
1356.1,4067.2,4067.2,26.995,289.35,582.81
1336.9,3983.7,3983.7,25.798,283.29,572.29
1303.2,3887.9,3887.9,24.244,277.52,560.02
1262.3,3780.3,3780.3,23.318,271.97,545.76
1226.7,3682.3,3682.3,23.178,266.6,532.89
1193.3,3588.8,3588.8,23.733,261.42,522.44
1163.6,,3501.5,21.931,256.42,512.2
1136.4,3415.6,3415.6,21.314,251.59,499.65
1110.6,,3332.3,22.111,246.89,487.45
1085.8,3252.3,3252.3,21.441,242.33,475.84
1061.8,3175.4,3175.4,19.5,237.9,465
1038.3,3101.3,3101.3,20.599,233.57,454.84
1015.6,3029.3,3029.3,19.5,229.35,448.45
994.65,,2990.1,18.507,225.24,541.95
987.83,3539.7,3539.7,21.358,221.21,1129.1
999.83,,3776.9,20.452,217.25,1292.3
991.82,,3361.5,20.652,213.38,936.33
955.7,3348.4,3348.4,17.54,209.59,999.92
920.11,3187.1,3187.1,19.959,205.86,879.23
892.44,2879,2879,17.54,202.18,635.3
930.96,,2768.1,19.154,199.7,541.95
1030.3,,2942.3,18.555,222.47,674.39
1017.7,3342.7,3342.7,17.54,242.42,1083.6
1023.7,6372,6372,19.099,368.88,5037.3
1410.8,,13093,17.54,501.31,10735
2178.2,15233,15233,19.5,452.89,10763
2629.2,12710,12710,40.38,430.92,7792
3824.9,16725,16725,231.85,425.12,12284
7328.6,32227,32227,202.39,361.2,26476
10055,,45745,143.01,427.23,33673
8872.8,,40092,125.26,456.7,26430
6122.7,26082,26082,211.82,357.41,16286
4138.2,16078,16078,247.84,299.34,8805.5
2901.9,,9473.3,209.68,254.06,4283.3
2422.1,6611.8,6611.8,165.77,226.79,2359.9
2468.9,6524.3,6524.3,117.08,216.74,2715.1
2636.5,7531.7,7531.7,109.78,216.8,3428.6
2631.9,,7308.4,98.176,214.53,2961.6
2523.6,,6344.6,85.911,212.98,2150.6
2351,5232.5,5232.5,77.996,212.49,1166.1
2223,4323.2,4323.2,63.259,206.46,594.04
2215.2,,4116.2,47.276,204.83,460.76
2216.8,4063.4,4063.4,43.661,203.89,440.83
2205.6,4023.1,4023.1,42.143,202.67,438.51
2192.7,,3981.8,39.191,201.27,435.83
2175.6,3935.3,3935.3,36.966,199.72,432.86
2151.6,,3852,34.572,198.04,388.29
2127.2,3768.4,3768.4,32.146,196.17,366.7
2104.4,3715.5,3715.5,28.528,194.14,362.84
2080.2,,3660.5,27.373,192,358.68
2058.7,3607.4,3607.4,23.67,189.79,354.32
2035.6,3554.4,3554.4,22.877,187.54,349.84
2004.5,3493.8,3493.8,21.549,185.25,345.98
1971.6,3440.3,3440.3,20.125,182.88,357.89
1939.8,3418.3,3418.3,21.565,180.44,397.42
1909.1,3598.5,3598.5,18.29,177.99,805.06
1888.6,4566,4566,17.696,175.57,1764
1935.1,,5053.9,16.169,173.16,2029.8
2005,4586.3,4586.3,14.986,170.75,1511.5
1959,4083.5,4083.5,14.695,168.35,1061.8
1862.2,,3531.6,13.617,165.95,668.92
1793.6,3213.8,3213.8,14.796,163.62,465.25
1735.2,3036.5,3036.5,12.958,161.32,384.78
1699,,2996.9,13.934,159.07,429.8
1725,,3418.8,11.108,157.88,1060.8
1993.2,7854,7854,10.75,182.65,6860.6
2297.1,20672,20672,10.497,253.68,20374
2421.8,32283,32283,10.434,273.38,28696
2319.1,27878,27878,9.2841,232.2,22623
2024.3,,17250,8.8952,200.45,13188
1795,10650,10650,8.8947,171.85,7081
1657.5,5941,5941,8.5332,156.39,3113.8
1599.1,4110.1,4110.1,8.3598,149.63,1650.9
1564.7,3631.5,3631.5,9.6757,147.12,1327.6
1533.5,,3577.7,9.9563,145.42,1322.8
1508.7,,3524.7,10.011,143.84,1303
1474.9,3315.9,3315.9,9.7014,141.21,1074.9
1445.6,2798.1,2798.1,8.2999,136.88,574.22
1418.6,2332.3,2332.3,7.768,134.74,250.81
1399.7,2297.4,2297.4,7.58,133.02,248.15
1384,,2267.3,8.6243,131.43,245.53
1368.4,2238.7,2238.7,7.2453,129.86,242.93
1352.3,2210.9,2210.9,7.341,128.25,240.31
1335.8,,2180.4,6.6162,126.6,237.62
1319.6,,2149.3,6.2473,124.89,234.82
1303.3,2118.6,2118.6,5.3921,123.18,231.97
1287.3,2088.8,2088.8,5.0196,121.48,229.22
1271.6,,2062.1,5.5014,121.15,228.02
1256.3,2086.7,2086.7,5.854,150.85,262.09
1243.2,,2164.7,5.6112,170.05,325.74
1229.4,2184.4,2184.4,5.5232,152.1,359.5
1213.8,2166.3,2166.3,5.2857,137.05,399.46
1199.4,,2196.8,5.2098,123.7,454.79
1185.3,,2132.4,5.0787,115.55,409.56
1171.9,2003.4,2003.4,4.9931,111.61,318.9
1159.2,1928.4,1928.4,4.3374,109.85,268.4
1147,1868.7,1868.7,4.5877,109.17,232.22
1135.2,1872.2,1872.2,4.5308,122.74,230.25
1123.6,1888.2,1888.2,4.2635,130.53,234.57
1112.3,,1855.7,3.8897,122.32,232.2
1108.2,2047.9,2047.9,4.1146,116.31,697.83
1261.3,7639.5,7639.5,3.8825,109.24,9205.9
1374.8,24676,24676,3.5704,106.25,24094
1295.9,,27614,3.2463,138.62,23705
1211.8,16710,16710,3.3815,162.88,14060
1130.6,11188,11188,2.9034,148.17,8498
1078.9,,5773.8,3.4717,132.72,3730
1076.6,3504.8,3504.8,2.9465,129.02,1821.9
1083.4,4408.3,4408.3,2.481,133.03,3692.9
1063,8451.7,8451.7,2.8506,124.21,7255.2
1041.8,,8815.6,2.481,112.75,6770.3
1026.1,,6290.9,2.6619,103.65,4677.8
1077.8,5308.7,5308.7,2.811,108.17,3603.4
1236.2,5026.6,5026.6,2.6461,110.59,3509.9
1317.2,5871.6,5871.6,4.1336,101.45,4029.1
1230.5,5011.8,5011.8,4.1428,95.971,3090
1118.5,3786.4,3786.4,5.6135,90.951,2101.4
1043.8,3168.5,3168.5,7.341,90.754,1559.4
1009.8,2634,2634,6.0986,95.453,1101.3
1294.1,2573.3,2573.3,8.685,118.26,815.54
1493.3,3240.7,3240.7,11.101,126.85,1541
1385.7,4374.7,4374.7,10.194,110.38,2600.1
1316.9,4424.1,4424.1,7.341,99.507,2520.1
1189,,3765.2,6.162,96.388,2045.3
1072.8,3130.6,3130.6,5.6112,94.375,1444.4
1005.6,2332.8,2332.8,5.087,88,783.41
972.96,,1938.4,4.588,85.28,488.67
957.84,1710.4,1710.4,8.6323,82.599,329.81
951.38,,1613.7,9.2567,80.982,273.36
948,1576.8,1576.8,9.2318,79.951,259.94
931.98,,1548.3,8.6423,78.447,254.25
924.94,1506.3,1506.3,11.502,77.8,215
918.91,1448.8,1448.8,9.5689,77.333,177.17
912.81,,1430.9,9.3607,76.844,166.6
908,1407.9,1407.9,9.5507,76.026,153.04
903.32,1398.2,1398.2,8.6621,75.491,152.05
898.43,1389.1,1389.1,8.4297,74.946,151.06
893.22,1380.1,1380.1,7.604,74.367,150.03
887.7,1377.3,1377.3,5.6112,73.855,156.8
882.52,1491.1,1491.1,3.2463,76.101,349.13
891.63,1946.7,1946.7,3.246,101.2,716
892.66,2053.8,2053.8,2.851,111.58,723.09
891.34,1845.2,1845.2,2.481,111.75,634.2
1018.4,,2459.1,2.481,111.94,1098.7
1161.2,2800.7,2800.7,2.137,96.688,1143
1111.2,,2528.3,1.8192,89.302,868.95
1044.5,,2575,1.819,80.06,1271.7
1063.8,4212.7,4212.7,1.819,75.04,2806.1
1060.7,4693.2,4693.2,3.0316,72.297,3019.2
1000.1,3526.8,3526.8,2.8767,73.426,2111
927.77,3357.2,3357.2,2.638,76.562,1917.2
876.32,2920.3,2920.3,2.5499,74.848,1522.3
838.34,2920.1,2920.1,3.4023,74.785,1585.9
818.76,2800.9,2800.9,2.3964,75.225,1447.1
807.23,2428.4,2428.4,2.1982,72.772,1165.6
805.64,2405.3,2405.3,1.9995,69.511,1150.8
811.41,2297.8,2297.8,1.7483,67.272,1019.8
1052,,2338,1.5437,71.643,786.93
1177.9,2253.7,2253.7,1.6379,73.319,655.67
1032.6,3134.1,3134.1,1.1782,68.839,2085.4
994.72,,5891.9,1.165,66.437,4965.7
963.7,,7672.1,1.219,64.064,6217.9
926.89,,9032.6,0.93165,66.399,9471.4
925.11,,19096,0.84405,69.981,18591
1262.8,,24119,0.95346,109.45,22440
1605.2,23179,23179,1.1968,135.06,21283
1626.1,,22850,0.91488,154.9,19330
1534.9,,16705,1.1731,159.37,13743
1352.7,12588,12588,1.1704,118,9685
1348.5,,9245.3,0.89265,136.02,6656.9
1723.2,7166.9,7166.9,1.1685,139.74,4470.8
2197.7,6994.6,6994.6,1.3686,107.85,4032.4
2916.2,10622,10622,3.6183,120.34,7942.4
4892,21596,21596,31.048,333.29,17348
7982.7,37188,37188,27.033,504.91,31538
9761.1,68609,68609,58.708,444.13,61541
10537,,101710,81.669,513.49,95077
11315,152850,152850,678.51,553.32,154040
13736,,290450,490.68,466.19,294110
18751,,420250,454.8,402.07,402900
20866,417730,417730,542.9,319.68,381580
20313,374320,374320,523.41,266.13,338060
20546,339600,339600,654.03,249.7,302380
22226,297070,297070,553.91,256.04,256280
24455,253540,253540,604.94,257.52,208630
25428,202880,202880,3045.1,285.66,156680
30019,169840,169840,3202.7,336.85,121530
48934,176500,176500,2346.2,678.83,115290
83330,243320,243320,2561.7,1384,151480
112010,321910,321910,2237.2,1655.6,188710
125650,337310,337310,2016.4,1673.1,177110
131370,305400,305400,1475.9,1827.9,138710
129710,,272940,1008.8,2005.1,107900
124850,,240930,1246.8,2227.9,81292
121080,218620,218620,975.37,2534.6,66529
118880,,216270,985.36,2816.9,66132
116960,208570,208570,913.24,2908.6,58983
113800,196860,196860,734.69,2984.7,52636
109050,197770,197770,688.24,3094,61542
103150,,203990,532.07,3144,73721
97805,210680,210680,698.23,3151.5,84447
94494,,217820,822.14,3635.2,97468
100340,241430,241430,1721,5486.7,108590
151320,317910,317910,4244.4,11774,120590
256060,,501990,4393.3,22841,197160
350890,,800560,3371.1,31367,391550
404110,1068800,1068800,3188.1,34113,560300
435060,,1129300,2142,33364,555190
438610,1019100,1019100,1744.9,30527,442130
414500,871960,871960,1341.7,27334,329460
395530,772550,772550,2030.4,24664,273190
404800,772500,772500,1830.6,22671,272700
423150,795000,795000,2025.7,21162,273450
423330,790060,790060,7186.2,20089,269260
421280,789710,789710,9837.5,19675,271320
448960,819000,819000,6693.2,20061,264950
489860,,856230,3650.6,20707,241950
505380,,858040,2436,20847,210950
487370,,818510,2254.6,20390,180940
446440,,748620,1776.2,19485,155100
397630,672300,672300,1503.9,18378,136990
351060,599590,599590,1234.7,17242,122070
311080,539110,539110,975.37,16174,113580
278750,492100,492100,1184.2,15215,108380
254250,455840,455840,1356.7,14505,104350
237450,439540,439540,1412,14156,113010
227070,,442050,2097.7,14019,121970
220510,,435890,3765.4,14026,113260
217750,423210,423210,4488.1,14080,99295
229250,431690,431690,3403.7,14026,94996
263600,,473520,3315.5,13856,97228
303340,522820,522820,2439.2,13619,97003
322680,553830,553830,1841.6,13269,99769
317400,556610,556610,1386.5,12820,98967
296140,523590,523590,1278.6,12463,87051
268350,,475810,1093.2,12177,74013
240970,,429860,865.56,11891,64766
217030,391210,391210,750.2,11590,60601
196930,358770,358770,651.07,11192,57481
179860,331040,331040,668.83,10735,56664
164690,,319210,626.71,10246,68330
150560,311140,311140,545.38,9751.9,77530
137730,,285470,544.29,9286.5,68396
126660,,262120,626.33,9009.5,64138
120550,,256620,646.58,8766.7,69827
123290,262550,262550,656.44,8471.7,74515
129850,269120,269120,1077.4,8267.1,77118
133260,289970,289970,1022.7,8334.9,96489
133080,306980,306980,965.77,9044.8,110660
130160,303680,303680,911.89,10204,104500
125020,299110,299110,1077.4,11409,102750
119710,313460,313460,2332.5,12567,127300
116290,346240,346240,2665.7,13526,156530
118040,359020,359020,13753,14225,153440
152700,,400150,13180,14634,140160
266360,524300,524300,6174.2,14656,124830
430510,,707130,4143,14379,118690
540170,,831160,3122,13896,109360
547750,833150,833150,2748.1,13294,100690
492710,,777220,10385,12852,103690
422440,734430,734430,5147.6,13300,119170
363280,799930,799930,4782.2,18995,224000
325310,,966340,3183.8,34641,372680
301140,1038500,1038500,2634.9,49435,420770
282400,,998050,2072.9,54271,409970
264720,918590,918590,1945.2,52954,369540
244690,792970,792970,1364.6,48131,293650
223250,675540,675540,1174.8,42520,231570
203060,582220,582220,1054.2,37561,185710
185050,511490,511490,922.4,33589,154610
168820,456370,456370,846.35,30390,133070
154150,,412840,773.81,27736,118450
140880,375170,375170,676.54,25292,105880
128840,,341260,613.24,22788,94938
117980,309840,309840,561.95,20565,83815
108200,279130,279130,477.05,18657,72442
99366,253000,253000,516.59,17003,63715
91380,,229930,490.76,15564,56345
84156,210440,210440,498.46,14303,50568
77631,192890,192890,483.71,13186,45245
71754,,177550,454.1,12195,40976
66476,164030,164030,451.18,11386,37298
61731,152830,152830,463.87,10700,35441
57472,145430,145430,424.56,10098,35701
53853,143060,143060,449.98,9615,41584
52036,156870,156870,513.08,9257.7,65167
54190,210410,210410,1086.7,9235.4,122480
59568,276710,276710,1566,9912.8,176350
66881,297850,297850,854.79,11394,178700
75783,281600,281600,726.62,13159,149270
83779,,255970,616.96,14472,113150
88680,230230,230230,604.25,15025,82345
89836,211740,211740,589.14,14932,63870
88049,199850,199850,573.89,14427,54224
84682,192550,192550,535.64,13762,49244
80766,188830,188830,605.46,13118,46626
76937,,189600,1060.1,12567,48669
73249,,192260,938.88,12060,50943
69531,185890,185890,749.11,11559,46162
65836,177710,177710,578.71,11282,45415
62233,,179900,508.18,11101,52320
58738,,176430,433.74,10875,51291
55415,164290,164290,435.11,10730,42966
52325,,154710,423.9,10548,35823
49473,147630,147630,469.83,10295,30499
46836,142380,142380,416.75,9982.5,27086
44390,137980,137980,451.18,9622.9,25124
42110,,132770,370.37,9239.3,23604
39985,,126290,307.62,8854.2,22238
38002,119540,119540,328.4,8478.7,21137
36151,,112620,317.33,8106.8,19839
34423,,105740,323.46,7751.1,18458
32807,99600,99600,295.87,7408.8,17407
31291,94025,94025,262.61,7077.8,16518
29861,88809,88809,268.96,6759.5,15674
28509,83920,83920,241.57,6455.6,14874
27228,,79340,188.17,6167.1,14121
26014,75055,75055,173.19,5893.5,13413
24864,,71070,161.94,5633.9,12747
23775,67366,67366,156.17,5387.5,12121
22742,63919,63919,186.47,5153.5,11533
21763,60708,60708,183.44,4932.3,10979
20835,57718,57718,174.48,4724.2,10459
19955,,54934,145.39,4528.8,9972.2
19121,52339,52339,135.17,4344.7,9515.2
18329,49911,49911,162.87,4170.5,9085.9
17576,,47633,160.03,4005.4,8683.5
16861,,45495,154.42,3849.6,8307.8
16184,43493,43493,126.32,3702.9,7957.5
15545,41617,41617,119.8,3563.9,7628.9
14940,39853,39853,113.82,3431.6,7318.6
14368,38194,38194,107.21,3305.2,7024.5
13831,,36636,100.02,3186,6745.7
13335,,35196,96.123,3077.3,6486.2
12886,33888,33888,87.889,2980.2,6250.7
12479,32699,32699,84.356,2892.9,6038.8
12105,31607,31607,77.975,2813.2,5846.5
11755,30586,30586,70.961,2738.4,5668.4
11419,29612,29612,69.712,2666.2,5499
11092,28670,28670,68.316,2595.3,5334.1
10775,,27755,66.558,2525.6,5172
10468,26874,26874,66.081,2457.8,5014.2
10172,,26030,58.354,2392.6,4862.4
9890.1,25228,25228,55.101,2330.4,4717.5
9622.1,24466,24466,52.906,2270.8,4579.3
9366.5,23741,23741,50.734,2213.4,4447.2
9121.3,23045,23045,47.743,2157.8,4319.8
8884.5,22376,22376,47.561,2103.7,4196.5
8654.8,21731,21731,52.859,2051.1,4077
8432.5,21111,21111,45.573,2000.3,3961.6
8217.6,20515,20515,43.038,1951.4,3850.5
8009.7,,19943,42.259,1904.2,3743.6
7824.3,19548,19548,45.491,1865.2,3827.2
8009.6,22833,22833,60.492,1979.3,8185.4
8130.4,28982,28982,44.971,2126.2,13317
7807.3,28384,28384,49.382,2079.9,11846
7454,23686,23686,39.788,1963.9,8345.4
7116,,20752,37.439,1868.2,6003.7
6851.3,,18271,38.5,1803.8,4274.3
6649.5,17007,17007,40.085,1768.5,3534.6
6485.6,16376,16376,38.436,1749,3298.1
6333.4,,15984,37.32,1732,3220
